,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12
IRL,-0.6836889605066534,1.6157546169823356,0.20851837270698376,-1.8205070196049022,1.5648344487973533,-1.2527394030110348,0.42544273834931506,-0.41622870208763796,-0.7490122405102646,0.2288827359818077,-1.4925787436864395,0.4807231777492343
ITA,1.3370506159939664,0.9525056179508444,0.6377406081231979,-0.009777177936509104,-0.24402507216378608,0.3575496617608895,-1.2521186070583454,0.5040346405113032,0.760523043176884,0.9220108203179159,1.1440243784161153,-0.8728638221357996
LVA,-1.0870434496869443,-1.039148655743026,1.5916374743400505,-0.046738113771683604,0.23057095323773036,-0.448142478558378,-1.0491008083776654,0.0931604473708561,-1.4958413608518735,0.13908381911320977,-0.8621041530818764,0.40547156793782424
LTU,-1.077034250830535,-1.253144033361854,1.5120467657633216,0.0892520437771186,0.5093867440662666,-0.33782303547634535,-1.2241972257710954,0.629602412046628,-1.1381680204368931,-0.4265708425442479,-1.0725517075707232,0.39236861282250696
MKD,0.9810897516520863,-0.54752498970922,-0.6094289781284457,-0.21262912512686086,0.7954576966100201,0.7843145421026889,-0.18561539274123243,-0.4182056848062418,-0.078619228268412,-0.32417168579072486,0.13941585030161144,0.1862240066299862
MLT,2.1234715190650326,0.3228886717639605,0.8068489630648189,1.528952078328017,-1.2154511515984787,-2.0489871152070775,2.163306462630779,2.1807393489892575,-1.4433756360366468,-0.15235890069887253,-0.26236545314184284,-0.5444178886292889
MDA,0.29439388098306574,-0.5012220148912774,0.07038752350643761,-1.309488715020251,0.009648861650377665,0.7446750212734352,2.0448405800264906,1.517296881869168,-1.5100160908954647,-2.4566323944638526,0.7719208955578061,1.0977740919445906
MNE,0.3716914537134175,-0.8953344273427937,-2.390962285093812,0.80383237403141,1.5023077525143018,0.16258745754127132,-0.929451756340294,-0.8087663631204525,-1.716343404321171,0.37811719975861247,0.940354450604065,-0.4061959679217117
NLD,-0.37868945293165246,1.692011743530832,0.1666429869197441,-0.5345031493135526,0.2185909281754658,0.6942703685854774,-0.27770644794574006,0.4994253121102137,0.981450310826002,-1.8848956980629894,-1.024597318093396,-4.035671363531309
NOR,-1.3520099179688312,0.722604356735587,-0.29918845652645215,0.72105622902273,-0.7163461684535715,0.9785797825525747,1.4635415228118958,-0.43262247061109177,0.17534925137080024,0.012284918561680874,0.2913227182679086,0.7487783957596361
POL,-0.7759625887787733,-0.7551763313031675,0.4331116337860929,-1.1647719958573397,-1.8624000973107018,0.4862325373366458,-0.0007471768109068006,-1.2205796062884657,-0.6055587147536095,0.2092496222727234,0.02564654506404168,0.06665303367067976
PRT,0.9906145457790665,1.1131459008133573,0.3044669798519827,-0.07949851401589575,0.25111688527877446,-1.0667483517187675,-0.6755094156606541,0.011939643081308685,-0.964136463365928,-0.12015328233997176,2.0308968270901473,0.3393827498436366
ROU,0.6158592510176927,-0.38754550918336006,-0.8079951621293369,-0.5371739789959603,0.2550606093803962,1.0525103530569702,-0.6871730482734224,0.8010318721740206,0.5854767409861921,0.3638367920182381,-1.7444303043056557,1.190312366480276
RUS,-0.6790515755900473,-1.435785178993338,0.4746612128511846,0.5758182798297036,-1.0636336513213278,-1.5775023625172209,-0.8311439570992334,-0.8947417850466387,-0.8382941509458287,0.2942324102306954,-0.34063321939307284,0.011513067459247411
SRB,0.24589738159405447,-1.129615269415182,-1.5637988410703592,0.5112754770129562,0.8575666408129664,-0.40753644752224033,0.09724933594938726,-0.6309602775736748,0.5893099161591664,0.0825160259053424,0.5604155589738059,0.31455731684545046
SVK,-0.23828957464458042,-0.6553778851662532,-0.02578155014621726,-1.0443093276632545,-1.163954545028947,0.19839804552232396,-0.45063916561454626,0.559649757896858,0.3636795620732569,0.6196193671578135,1.453528608803834,-0.7710471245142666
SVN,-0.3949787125803909,-0.6693017438279167,0.1626212134340825,-1.47759809187567,-0.3859848936939961,0.19114650846859976,0.7296688504321994,-0.5940418807182728,1.9041583140148497,-0.4263761632659741,0.24000694798429872,-0.9161205800296186
ESP,0.5260103885189495,0.8129256772262663,0.8766299208737153,-0.9117294547142183,1.199138395934544,-2.187433833964656,0.6745609093619104,-1.3059327653877186,0.6733199005835612,1.1944898870633662,1.0455144072166553,0.0022489057872541636
SWE,-1.4033880116958655,0.39224456263538193,-1.276163386957072,2.8899505857601975,-0.7183248542027705,0.13487271423106545,1.1978802543290155,-0.5321061914748526,-0.7071692309749514,1.1512183736931128,0.3638088123008695,-1.4091029157245385
CHE,-0.33053361940585735,1.9004126870015252,-1.1916136625570812,0.5976187870739463,-0.7163761484136444,-0.004229678398178879,-2.4846511295026508,1.2318808149203084,-1.0658081703035158,-1.8662997267305383,-0.814581862762598,0.11039231146338213
UKR,-0.17238932644910893,-1.1105620568215724,0.1459441844136262,-0.3297272478890494,-1.3708769926356703,-0.5019676372640376,-0.26784243651212336,-0.47497576415372317,-0.6172721024166078,1.0986690933659145,-0.4923176999230283,-1.8447404334893438
