,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12
NLD,0.06008811165759022,0.790423735419864,0.004234724138141999,0.025454892693183195,0.003066242449308522,0.02346736568564092,0.002736944246076372,0.006731717801647957,0.01991734528370998,0.050913225471837874,0.008047975652532456,0.004917719500466692
NOR,0.6765260863214133,0.12733770958693005,0.01205711390576711,0.040917741569266884,0.029086452987534418,0.04118150502218582,0.06714393286734219,0.004461753819513809,0.0005615718194006818,1.910307074851011e-06,0.000574687283045432,0.00014953451052526895
POL,0.2997247362099822,0.18705479698500505,0.03398361882315388,0.14360562714894654,0.2644277794058201,0.013674580072138193,2.3537464406028936e-08,0.04776787309061569,0.009007955224763954,0.0007454254455689736,5.990414081582307e-06,1.5936424595113437e-06
PRT,0.4595666106579426,0.3823616609506425,0.015799682871356295,0.0006293694891504533,0.004522837506498545,0.06192242723727027,0.01809979961510555,4.300158075841506e-06,0.02148269508177498,0.00023122999686813486,0.035340515174690716,3.887126062429436e-05
ROU,0.3527059493712317,0.09202934987107957,0.22095115293679868,0.057059554593015975,0.009265240966542607,0.11969817896561988,0.03719237979867779,0.038433691945753364,0.0157304744377119,0.0042101435322507,0.05177441244247036,0.0009494711388477194
RUS,0.17843415637359528,0.5256328409215181,0.03172991169552406,0.0272829898725828,0.06704658995092184,0.11189159122435084,0.022641065401076594,0.01995402785723608,0.013419552165663682,0.001145743273364066,0.000821494301389201,3.696277754076342e-08
SRB,0.0298092905961226,0.41451097235103607,0.4387675602268714,0.027403267760414712,0.055526420314258626,0.009513968016585283,0.00039490170408666583,0.012641847163222955,0.008448974740314967,0.00011480327237912624,0.0028328415789867973,3.515227572046438e-05
SVK,0.0645159786459434,0.32156728647411115,0.0002748553297286216,0.26348998721756495,0.23574871429974323,0.005196571753632431,0.0195428077681522,0.022922000164686963,0.007415965108838067,0.014919044219564897,0.043920013105541576,0.00048677591249263793
SVN,0.12927897940738503,0.2445994850520389,0.00797560862920066,0.38471735221523345,0.018907810351076464,0.0035180193029755585,0.03736835970783299,0.018835507633003554,0.14827206064126153,0.005152288791809921,0.0008733458303865913,0.0005011824377954175
ESP,0.126669224805402,0.19934954242221445,0.1280394955230792,0.08092133478802889,0.10081871893547815,0.2545289960028382,0.01764398569900115,0.05029059478254011,0.010242313218240238,0.022339901426339827,0.009155890728303955,1.6685338603569159e-09
SWE,0.4160064424327337,0.021413590145148192,0.1251947155500841,0.3751232328048909,0.016691924244080125,0.00044645497902424827,0.025671026232924752,0.0038521556050986707,0.005212714337213948,0.009574007969735232,0.0005115040162919714,0.00030223168277403645
CHE,0.027531644396153545,0.5996913786989441,0.13022690701180423,0.019138061826880687,0.019806292792138868,5.238422359083099e-07,0.13176607071185925,0.024632070661454286,0.014126404728761165,0.03001908745151486,0.0030593448418531678,2.213036400265285e-06
UKR,0.023254709792084192,0.6359265123554113,0.00606586402977106,0.01809041170280127,0.22522014848289576,0.02291007754024865,0.004754675026271649,0.011370923668111049,0.014713505604871328,0.03230411306724868,0.0034700774308184324,0.0019189812994666073
